,movie_id,movie_name,Action,Action/Adventure,Adventure,Black-and-white,Comedy,Crime Fiction,Drama,Family Film,Horror,Indie,Romance Film,Short Film,Thriller,World cinema
865,19301429,Dog Days,0,0,0,1,1,0,0,0,0,0,0,1,0,0
40753,34164584,The Merry Old Soul,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1228,32021767,Juan & La Borrega,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4397,7047441,Billy's Dad is a Fudgepacker,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1206,1431065,Lorenzo,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36140,18867292,Tugboat Granny,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33126,7971869,Hog Wild,0,0,0,1,1,0,0,0,0,0,0,1,0,0
18596,27960307,Blow Me Down!,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12391,32541723,Two Weeks Vacation,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30698,35005243,Harga,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19343,34031098,Hawaiian Holiday,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17920,4358091,Symphony Hour,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36612,33336321,Pink Lightning,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36859,36332870,The Young and Prodigious Spivet,0,0,1,0,0,0,1,1,0,0,0,1,0,0
24036,7144878,Riding the Rails,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1105,25922951,Symphonie diagonale,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7494,30237779,On the Way Home,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8627,5724053,"Cruel, Cruel Love",0,0,0,1,1,0,0,0,0,1,0,1,0,0
39412,10176837,Boston Quackie,0,0,0,0,1,0,0,1,0,0,0,1,0,0
20889,11692875,Now Hear This,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2138,29781388,Horse Hare,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22612,26017078,Rhapsody in Rivets,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39795,11585359,Piñata,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19401,13289619,Mr. Flip,0,0,0,1,1,0,0,0,0,1,0,1,0,0
32037,18459129,Pink is a Many Splintered Thing,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22075,28122716,Boilesk,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36668,25825614,Canned Feud,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24827,8445116,A Pain in the Pullman,0,0,0,1,1,0,0,0,0,0,0,1,0,0
24015,5308985,How the Grinch Stole Christmas!,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37004,17065679,Red Grooms: Sunflower in a Hothouse,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21097,3156227,"Honey, I Shrunk the Audience",0,0,0,0,1,0,0,0,0,0,0,1,0,0
23742,33420690,De Greep,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27112,24792615,Raw! Raw! Rooster!,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34745,33182886,The Busy Barber,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4501,11487101,Downhearted Duckling,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1968,22291276,More Than a Game,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38278,11029102,Old Rockin' Chair Tom,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21663,1352794,The Chronicles of Riddick: Dark Fury,1,1,0,0,0,0,0,0,0,0,0,1,1,0
12824,12392491,The Wager,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38962,21702693,Airlock Or How To Say Goodbye In Space,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31025,33032071,Russia Aflame,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11619,8445503,Special Delivery,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13691,2014595,Humor Risk,0,0,0,1,1,0,0,0,0,1,0,1,0,0
22018,7087854,Case of the Missing Hare,0,0,0,0,1,0,0,1,0,0,0,1,0,0
39253,30766738,Dragon Ball: Plan to Eradicate the Super Saiyans,1,0,0,0,0,0,0,0,0,0,0,1,0,0
449,8658177,Wasp,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17044,34992021,Les Deux Souris blanches,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13017,29489697,Mickey's Covered Wagon,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11417,22657516,The Prodigal Trilogy,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6145,17700252,Menu,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30646,19186528,In the Pink of the Night,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31374,20632900,Mystic Pink,0,0,0,0,0,0,0,0,0,0,0,1,0,0
720,11699443,12:01 PM,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10866,19685666,Practical Jokers,0,0,0,1,1,0,0,1,0,0,0,1,0,0
16275,26192180,Wife and Auto Trouble,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2490,11492691,Rumors,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16553,19347214,Small Talk,0,0,0,1,1,0,0,0,0,0,0,1,0,0
9783,24759110,Assassin's Creed: Lineage,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15089,35882147,Eskimotive,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39553,10445508,Hold Anything,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36554,28348527,The Star Reporter,0,0,0,0,0,1,1,0,0,0,0,1,0,0
14634,24952483,Bill of Hare,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20248,2554598,One Week,0,0,0,1,1,0,0,0,0,1,0,1,0,0
35858,11912984,Room to Let,0,0,0,0,1,1,0,0,0,0,0,1,1,0
13659,17233268,LSD 25,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11207,36030847,Paperman,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13827,2584080,Little Red Riding Hood,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11484,19411089,The Awful Tooth,0,0,0,1,1,0,0,1,0,0,0,1,0,0
29693,11944174,Snowbody Loves Me,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32183,8611948,No. 5 The Film,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3234,9406991,Jerry and the Lion,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22836,14570274,The Yoke's on Me,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6640,18108844,"Big Girl, Little Girl",0,0,0,0,0,0,0,0,0,0,0,1,0,0
33550,7588268,Betty Boop's Little Pal,0,0,0,0,1,0,0,1,0,0,0,1,0,0
20023,15440115,Our Gang Follies of 1938,0,0,0,1,1,0,0,1,0,0,0,1,0,0
23234,3160128,Frigid Hare,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38648,12830791,The Year of the Mouse,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21644,17839852,Truant Officer Donald,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39218,23616834,Page Miss Glory,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32242,34983834,Usuku Lwan,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21979,33922186,Keystone Hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19398,14555886,Busy Buddies,0,0,0,1,1,0,0,0,0,0,0,1,0,0
17460,20518266,Private Eye Pooch,0,0,0,0,1,0,0,1,0,0,0,1,0,0
38246,19388654,Free Eats,0,0,0,1,1,0,0,1,0,0,0,1,0,0
8068,14567007,L'éclipse du soleil en pleine lune,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36977,35267583,The Rhythm of My Life: Ismael Sankara,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22940,6900319,Hic-cup Pup,0,0,0,0,1,0,0,1,0,0,0,1,0,0
35292,17232982,Lifecycles: A Story of AIDS in Malawi,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5131,19828673,Tale of a Dog,0,0,0,1,1,0,0,1,0,0,0,1,0,0
13786,3150852,The Scarlet Pumpernickel,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3717,14526240,Higher Than a Kite,0,0,0,1,1,0,0,0,0,0,0,1,0,0
17503,2475974,"What's Up, Doc?",0,0,0,0,0,0,0,1,0,0,0,1,0,0
31659,10444276,Working for Peanuts,0,0,0,0,1,0,0,1,0,0,0,1,0,0
19146,433062,Broken,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13345,9313250,Junior Creative,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31227,24205709,Ghost Wanted,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31372,14525860,Back From the Front,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1453,32937008,Le Tempestaire,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3350,19828237,Election Daze,0,0,0,1,1,0,0,1,0,0,0,1,0,0
30230,17603695,The Lunch Date,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8881,1810900,The Adventures of André and Wally B.,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14860,28011980,City of Scars,0,0,0,0,0,0,0,0,0,0,0,1,0,0
509,12395625,Puss 'n' Boats,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3043,33620321,The Dognapper,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20564,5828241,Lyle the Kindly Viking,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23133,26184356,The Horribly Slow Murderer with the Extremely Inefficient Weapon,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41414,28238240,Mickey's Big Game Hunt,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37203,18918169,Cirrhosis of the Louvre,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10808,20294191,Fragile Machine,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35767,29126410,The Beggar's Deceit,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10758,19411001,Feed 'em and Weep,0,0,0,1,1,0,0,1,0,0,0,1,0,0
37035,14439238,"No Census, No Feeling",0,0,0,1,1,0,0,0,0,0,0,1,0,0
15022,33808943,Mickey's Orphans,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12312,35495221,World Of Plenty,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25562,7285447,Between Us,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39970,26050795,Oblique,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26027,19864581,"B.B. King ""Into the Night""",0,0,0,0,0,0,0,0,0,0,0,1,0,0
2673,15098889,Go Fly a Kit,0,0,0,0,1,0,0,1,0,0,0,1,0,0
35902,11527681,ELI,0,0,0,0,0,0,0,0,0,0,0,1,1,0
38121,7831972,The Chimp,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3831,11360720,Mouse Into Space,0,0,0,0,1,0,0,1,0,0,0,1,0,0
25452,10895145,Most,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9731,32974222,Cinesound Varieties,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22766,7756010,Anna and the Moods,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18304,6836566,Hard Luck,0,0,0,1,0,0,0,0,0,1,0,1,0,0
33903,19290912,Sunday Calm,0,0,0,1,1,0,0,1,0,0,0,1,0,0
14302,15836722,Porky's Pooch,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33741,1367161,An Occurrence at Owl Creek Bridge,0,0,1,0,0,0,1,0,0,0,0,1,1,0
22454,392998,The Hire: The Follow,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10442,5693657,The Jock Club and the Mellon Collie Death of Eugene Nerdlinger,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5751,29938038,Just Friends?,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2740,24436019,My Backyard Was A Mountain,0,0,0,0,0,0,1,1,0,0,0,1,0,0
33667,11697505,A Pest in the House,0,0,0,0,1,0,0,1,0,0,0,1,0,0
28703,31365664,Kucch Luv Jaisaa,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30256,24065428,The Ballad of Fisher's Boarding House,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30950,14734695,Fifi Blows Her Top,0,0,0,1,1,0,0,0,0,0,0,1,0,0
8231,5807181,Fatty and Mabel Adrift,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2149,8164669,Disorder in the Court,0,0,0,1,1,0,0,0,0,0,0,1,0,0
13377,21309110,Skyscraper Caper,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10104,25871694,Passage,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29624,22904128,A Winnie the Pooh Thanksgiving,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18087,9785975,Blood Brothers,0,0,0,0,0,0,1,0,0,0,0,1,1,0
38751,5425039,A Good Time for a Dime,0,0,0,0,1,0,0,1,0,0,0,1,0,0
20832,19299407,Big Business,0,0,0,1,1,0,0,0,0,0,0,1,0,0
35853,19312326,Telling Whoppers,0,0,0,1,1,0,0,1,0,0,0,1,0,0
15216,19714149,Auto Antics,0,0,0,1,1,0,0,1,0,0,0,1,0,0
19636,227105,The Pleasure Garden,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36787,8845429,Baby Puss,0,0,0,0,1,0,0,1,0,0,0,1,0,0
24825,1351316,Porky's Hare Hunt,0,0,0,0,1,0,0,1,0,0,0,1,0,0
31868,19398992,Shrimps for a Day,0,0,0,1,1,0,0,1,0,0,0,1,0,0
8162,27595922,The Dirk Diggler Story,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6439,11957333,Ninja Bachelor Party,0,0,0,0,1,0,0,0,0,1,0,1,0,0
13739,28523455,The Captured Bird,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34370,9136894,Puss 'n' Toots,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20341,14615341,Pardon My Clutch,0,0,0,1,1,0,0,0,0,0,0,1,0,0
14896,34985133,Forest Chainsaw Massacre,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40571,26441004,Extended Play,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6782,29047235,The Fifth-Column Mouse,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40828,9763251,Dome Car Magic,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14683,3779715,State of the Union,0,0,0,1,0,0,1,0,0,0,1,1,0,0
39672,36474734,Love and Curses,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38956,11020786,Lighter Than Hare,0,0,0,0,1,0,0,1,0,0,0,1,0,0
41397,4062042,Le Manoir du diable,0,0,0,1,0,0,0,0,1,1,0,1,0,0
29088,20611321,Pink Tuba-Dore,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27738,14174191,Teddy Scares,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28384,31380376,Miracle of Flight,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6334,3198770,Inferno,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21449,27240953,The Familiar,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36917,10932758,Shutter Bugged Cat,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9612,14737225,All Gummed Up,0,0,0,1,1,0,0,0,0,0,0,1,0,0
32757,18516420,On the Loose,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19490,5188636,Baby Buggy Bunny,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16508,5335934,A Sense of Entitlement,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5305,20599389,Bully for Pink,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3902,4142456,Elven Bride,0,0,0,0,0,0,0,0,0,0,0,1,0,0
749,7955522,The Cat in the Hat,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24753,11102452,Baby Butch,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24454,32371910,Moving Day,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4783,31023429,Na Wewe,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1762,7307622,Captain Valedor,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25751,26270198,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36852,7257311,Petticoat Camp,0,0,0,1,1,0,0,0,0,1,0,1,0,0
28860,8657797,Flying Saucer Rock'n'Roll,0,0,0,1,1,0,0,0,0,0,0,1,0,0
29688,5604654,That's My Wife,0,0,0,1,1,0,0,0,0,1,0,1,0,0
29723,10131472,Wild About Hurry,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12452,2999946,Yankee Dood It,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20866,14502344,Matri-Phony,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31837,18900457,An Ounce of Pink,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18604,31230842,Din of Celestial Birds,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31389,7515465,Betty Boop's Trial,0,0,0,0,1,0,0,1,0,0,0,1,0,0
484,15941612,Le Mozart des Pickpockets,0,0,0,0,0,0,1,0,0,1,0,1,0,0
9177,10745657,Rabbitson Crusoe,1,0,0,0,1,0,0,1,0,0,0,1,0,0
8284,30105461,The Last Leaf,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17332,33419084,Voltron: The End,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35849,5123115,Tale of Tales,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22083,33622171,Keep It for Yourself,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27482,34381549,Goggle Fishing Bear,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40245,20034976,Coming Out,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30042,15646516,Dumb Bell of the Yukon,0,0,0,0,1,0,0,1,0,0,0,1,0,0
26403,23718816,First Prize for the Cello,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20513,19375396,Readin' and Writin',0,0,0,1,1,0,0,1,0,0,0,1,0,0
36586,28152060,The Romance of Betty Boop,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14916,12893889,One More Time,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12591,34952946,Garagouz,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17319,27971572,Falcon's Blood Diamond,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2565,14454439,So Long Mr. Chumps,0,0,0,1,1,0,0,0,0,0,0,1,0,0
27124,3921966,En el espejo del cielo,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25102,17590117,Sentinels of Silence,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23443,20695434,Star Pink,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12413,9811512,Pantry Panic,0,0,0,0,1,0,0,1,0,0,0,1,0,0
28562,34014272,Nerd Wars!,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7039,28270857,A Broken Sole,0,0,0,0,0,0,1,0,0,1,0,1,0,0
812,20520779,His Better Elf,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29354,9067740,Porky's Spring Planting,0,0,0,0,1,0,0,1,0,0,0,1,0,0
24882,3160086,The Awful Orphan,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4052,2543813,The Pawnshop,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36534,9851612,His Mouse Friday,0,0,0,0,1,0,0,1,0,0,0,1,0,0
24855,31286006,Rabid Rider,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8157,18369853,Soup or Sonic,0,0,0,0,1,0,0,1,0,0,0,1,0,0
34451,35889127,The Other Side,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4820,4765785,Duck Soup,0,0,0,1,1,0,0,0,0,1,0,1,0,0
19997,7758165,Pullin' the Devil by the Tail,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22760,917854,For the Birds,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35117,12705564,Feline Frame-Up,0,0,0,0,1,0,0,1,0,0,0,1,0,0
18277,33431914,180,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25826,34953218,Issa le Tisserand,0,0,0,0,0,0,0,0,0,0,0,1,0,0
393,19247704,Runaway Match,0,0,0,1,0,0,1,0,0,0,0,1,0,0
39250,11243510,Strife with Father,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31553,31410989,Charlie On Parole,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1779,34350686,The Kook,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2769,18807836,The Big Bad Wolf,0,0,0,0,1,0,0,1,0,0,0,1,0,0
39490,30744493,Eight-Ball Andy,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32439,33142877,How It Feels to Be Run Over,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1278,32880476,The Martyrdom of Nurse Cavell,0,0,0,0,0,0,1,0,0,0,0,1,1,0
31688,5334183,"It's Spring Training, Charlie Brown",0,0,0,0,0,0,0,1,0,0,0,1,0,0
2155,6970711,Are You My Neighbor?,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15517,7515924,Zula Hula,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8311,19317097,The Spanking Age,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2114,25620261,The Cat Came Back,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14156,7070586,The Barn Dance,0,0,0,1,1,0,0,0,0,0,0,1,0,0
10083,35687146,Woman by Woman: New Hope for the Villages of India,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28749,1371535,An Eye On X,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23475,25687017,Speedy Ghost to Town,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7794,20533117,Termites from Mars,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39654,24555544,Alice Solves the Puzzle,0,0,0,0,0,0,0,1,0,0,0,1,0,0
885,8777711,Now I'll Tell One,0,0,0,1,1,0,0,0,0,1,0,1,0,0
37744,11245018,Jerry's Diary,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5336,5204767,Mutiny On The Bunny,0,0,0,0,1,0,0,1,0,0,0,1,0,0
41893,11854684,Franky Goes to Hollywood,0,0,0,0,1,0,0,0,0,1,0,1,0,0
28449,14734277,Hot Stuff,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3106,11020879,Hare-Way To The Stars,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22770,18953877,Corn on the Cop,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22894,5161871,Chickens Come Home,0,0,0,1,1,0,0,0,0,0,0,1,0,0
35164,31542986,"Seein' Red, White 'N' Blue",0,0,0,0,0,0,0,0,0,0,0,1,0,0
13879,185873,Der Schneemann,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2096,15149007,Young Sherlocks,0,0,0,1,1,0,0,1,0,1,0,1,0,0
36053,31102286,There’s Only One Sun,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39375,34983823,A Season Between Heaven and Hell,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41181,20937202,Noël Noël,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41694,16705375,The Seed,1,0,0,0,0,0,0,0,0,0,0,1,1,0
17620,14551645,The Grey Hounded Hare,0,0,0,0,1,0,0,1,0,0,0,1,0,0
38716,31139138,Anthem,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14729,11326671,Invisible Children: Rough Cut,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7987,13477013,The Dinosaur and the Missing Link: A Prehistoric Tragedy,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1022,15397835,Giants vs. Yanks,0,0,0,1,1,0,0,1,0,1,0,1,0,0
19263,15148870,Our Gang,0,0,0,1,1,0,0,1,0,1,0,1,0,0
17381,2546884,Police!,0,0,0,1,1,0,0,0,0,1,0,1,0,0
26026,35482122,Your Very Good Health,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38484,1647718,Return to Glennascaul,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16612,10036523,Scent-imental Over You,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24942,7518562,Whoops! I'm a Cowboy,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42163,12696181,Pest from the West,0,0,0,1,1,0,0,0,0,0,0,1,0,0
18813,801064,Porky's Duck Hunt,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1018,18962686,It's Nice to Have a Mouse Around the House,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36624,14545072,Who Done It?,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6208,28207765,Any Rags?,0,0,0,0,0,0,0,0,0,0,0,1,0,0
694,12428218,Investigation held by Kolobki,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24007,5221381,Dogs of War,0,0,0,1,1,0,0,1,0,1,0,1,0,0
17890,2458475,Semne în pustiu,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24169,21557919,"Right Here, Right Now",0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,20138604,Old Sequoia,0,0,0,0,1,0,0,1,0,0,0,1,0,0
31565,922756,Chronos,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34890,10330688,Autour d'une cabine,0,0,0,0,1,0,0,0,0,1,0,1,0,0
39826,6892118,"Touché, Pussy Cat!",0,0,0,0,0,0,0,1,0,0,0,1,0,0
16931,4667667,Dr. Jekyll and Mr. Mouse,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9201,4872550,Bunny,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15708,20066312,Out of My Intention,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12928,740830,En malas compañías,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25016,10227082,Going Spanish,0,0,0,1,1,0,0,0,0,0,0,1,0,0
19584,15003245,The Bear,0,0,0,0,0,0,0,0,0,0,0,1,0,0
858,19908609,Stanley,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2390,28237392,Butterfly Circus,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31610,12426511,Last Year's Snow Was Falling,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13265,19408859,Reunion in Rhythm,0,0,0,1,1,0,0,1,0,0,0,1,0,0
22210,6917632,Lupo the Butcher,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41264,2123755,Two Men and a Wardrobe,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21837,21552822,Wise Quacks,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11468,2363733,Scrooge McDuck and Money,0,0,0,0,1,0,0,1,0,0,0,1,0,0
31985,19773923,Kiddie Kure,0,0,0,1,1,0,0,1,0,0,0,1,0,0
19057,7359078,Robin's Big Date,0,0,0,0,1,0,0,0,0,1,0,1,0,0
21625,25852344,Putty Tat Trouble,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10137,32503910,Ham and Eggs,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35535,22523628,Queen Sacrifice,0,0,0,0,1,0,1,0,0,0,1,1,0,0
23128,5830941,No Dough Boys,0,0,0,1,1,0,0,0,0,0,0,1,0,0
19861,10690363,Caught in a Cabaret,0,0,0,1,1,0,0,0,0,1,0,1,0,0
31110,33109389,The Fire Alarm,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24168,6649969,What's Cookin' Doc?,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8703,2542052,Rings,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13203,1253990,Venger,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35722,1271416,Hillbilly Hare,0,0,0,0,1,0,0,1,0,0,0,1,0,0
